,Titles,Description,Tags,Date
27,Make Heroine ga Oosugiru!,"['from', 'the', 'title', 'i', 'have', 'to', 'say', 'this', 'this', 'show', 'never', 'had', 'the', 'potential', 'you', 'need', 'to', 'be', 'living', 'in', 'a', 'light', 'novel', 'for', 'it', 'to', 'happen', 'and', 'even', 'then', 'it', 'would', 'be', 'a', 'shitshow', 'minor', 'spoilers', 'ahead', 'so', 'basically', 'this', 'show', 'has', 'many', 'problems', 'first', 'and', 'foremost', 'the', 'most', 'important', 'the', 'mc', 'if', 'i', 'had', 'to', 'describe', 'the', 'mc', 'in', 'one', 'word', 'id', 'say', 'hes', 'a', 'rubber', 'you', 'only', 'pull', 'it', 'out', 'when', 'its', 'needed', 'and', 'all', 'it', 'does', 'is', 'clean', 'the', 'page', 'the', 'mc', 'in', 'this', 'case', 'being', 'pulled', 'out', 'just', 'at', 'the', 'time', 'of', 'a', 'heroine', 'getting', 'rejected', 'after', 'confessing', 'and', 'all', 'he']",Not Recommended,20-Aug-24
28,Kenpuu Denki Berserk,"['so', 'you', 'like', 'subtle', 'gay', 'romance', 'berserk', 'is', 'definitely', 'for', 'you', 'lmao', 'what', 'does', 'berserk', '97', 'do', 'good', '1', 'story', 'this', 'is', 'by', 'far', 'the', 'best', 'thing', 'this', 'anime', 'has', 'going', 'for', 'it', 'it', 'shows', 'how', 'our', 'main', 'character', 'guts', 'from', 'episode', '1', 'came', 'to', 'be', 'in', 'that', 'position', 'by', 'explaining', 'it', 'in', 'the', 'rest', 'of', 'the', 'anime', 'episodes', '225', 'this', 'anime', 'on', 'a', 'story', 'level', 'shows', 'how', 'in', 'depth', 'and', 'exciting', 'anime', 'can', 'be', '2', 'characters', 'not', 'only', 'are', 'the', 'main', 'characters', 'interesting', 'and', 'detailed', 'so', 'are', 'the', 'side', 'characters', 'every', 'character', 'in', 'this', 'anime', 'feels', 'like', 'they', 'couldve', 'been', 'a', 'real', 'human', 'being', 'i', 'feel', 'the', 'dark']",Recommended,20-Aug-24
29,Sousou no Frieren,"['i', 'have', 'to', 'admit', 'this', 'one', 'started', 'off', 'a', 'bit', 'slow', 'so', 'i', 'added', 'it', 'to', 'my', 'watchlist', 'with', 'the', 'intention', 'of', 'bingewatching', 'it', 'later', 'and', 'wow', 'am', 'i', 'glad', 'i', 'did', 'once', 'i', 'finally', 'had', 'the', 'time', 'i', 'dived', 'right', 'in', 'and', 'it', 'was', 'totally', 'worth', 'it', 'the', 'relationships', 'between', 'the', 'characters', 'are', 'so', 'welldeveloped', 'and', 'they', 'really', 'make', 'you', 'think', 'about', 'those', 'what', 'if', 'scenarios', 'in', 'life', 'the', 'dynamic', 'of', 'an', 'old', 'woman', 'who', 'looks', 'like', 'a', 'teenager', 'and', 'sometimes', 'even', 'acts', 'like', 'one', 'is', 'both', 'fun', 'and', 'intriguing', 'to', 'watch', 'seeing', 'the', 'characters', 'grow', 'over', 'time', 'adds', 'a', 'layer', 'of', 'depth', 'that', 'kept']",Recommended,20-Aug-24
30,Ling Jian Zun,"['calling', 'it', 'bad', 'would', 'be', 'an', 'understatement', 'the', 'story', 'is', 'all', 'bs', 'the', 'animation', 'is', 'a', 'disaster', 'the', 'main', 'character', 'is', 'incompetent', 'even', 'with', 'a', 'second', 'chance', 'at', 'life', 'as', 'per', 'the', 'convenience', 'of', 'the', 'author', 'the', 'mc', 'shows', 'unparalleled', 'skills', 'thanks', 'to', 'his', 'reincarnation', 'whereas', 'most', 'of', 'the', 'times', 'he', 'acts', 'as', 'a', 'buffoon', 'where', 'even', 'an', 'idiot', 'could', 'handle', 'the', 'situation', 'better', 'most', 'of', 'the', 'plot', 'seems', 'borrowed', 'from', 'other', 'sources', 'and', 'without', 'their', 'context', 'they', 'make', 'no', 'sense', 'the', 'voice', 'acting', 'is', 'uneven', 'at', 'times', 'the', 'mcs', 'voice', 'gets', 'selfloathing', 'while', 'his', 'actions', 'say', 'otherwise', 'which', 'gets', 'irritating', 'at', 'times', 'my', 'biggest', 'regret', 'is', 'not', 'heeding', 'anzoners']",Not Recommended,20-Aug-24
31,Steins;Gate,"['el', 'psy', 'congroo', 'now', 'that', 'the', 'obligatory', 'reference', 'is', 'out', 'of', 'the', 'way', 'i', 'can', 'start', 'cooking', 'up', 'every', 'possible', 'reason', 'you', 'should', 'watch', 'this', 'show', 'why', 'is', 'this', 'show', 'peak', 'ficiton', 'because', 'it', 'is', 'lmao', '1', 'characters', 'the', 'shows', 'strongest', 'trait', 'are', 'the', 'characters', 'because', 'they', 'start', 'off', 'as', 'gags', 'turn', 'slowly', 'turn', 'into', 'something', 'bigger', 'than', 'that', 'through', 'the', 'progression', 'of', 'the', 'plot', '2', 'time', 'travel', 'that', 'makes', 'sense', 'you', 'already', 'know', 'this', 'is', 'a', 'time', 'travel', 'anime', 'but', 'the', 'way', 'the', 'time', 'travel', 'works', 'in', 'this', 'anime', 'has', 'clear', 'boundaries', 'but', 'still', 'has', 'depth', 'to', 'it', '3', 'romance', 'the', 'way', 'the', 'romance', 'is', 'created', 'and', 'the', 'way', 'its']",Recommended,20-Aug-24
32,Masamune-kun no Revenge R,"['i', 'was', 'a', 'bit', 'skeptical', 'going', 'into', 'this', 'season', 'but', 'oh', 'man', 'it', 'delivered', 'first', 'off', 'lets', 'talk', 'about', 'masamune', 'and', 'akis', 'relationship', 'i', 'was', 'shipping', 'them', 'hard', 'in', 'season', '1', 'but', 'this', 'season', 'took', 'it', 'to', 'a', 'whole', 'new', 'level', 'their', 'interactions', 'were', 'so', 'tender', 'and', 'sweet', 'i', 'couldnt', 'help', 'but', 'squeal', 'with', 'delight', 'and', 'that', 'confession', 'scene', 'swoon', 'but', 'what', 'really', 'impressed', 'me', 'was', 'the', 'character', 'development', 'masamune', 'finally', 'learns', 'to', 'let', 'go', 'of', 'his', 'revenge', 'obsession', 'and', 'focus', 'on', 'his', 'own', 'growth', 'and', 'aki', 'oh', 'man', 'akis', 'backstory', 'had', 'me', 'tearing', 'up', 'i', 'never', 'thought', 'id', 'feel', 'so', 'much', 'empathy', 'for', 'the', 'ice', 'queen']",Recommended,20-Aug-24
33,Zero no Tsukaima: Futatsuki no Kishi,"['so', 'you', 'like', 'pink', 'haired', 'tsunderes', 'i', 'mean', 'i', 'could', 'personally', 'take', 'it', 'or', 'leave', 'it', 'but', 'it', 'has', 'its', 'mereit', 'even', 'if', 'it', 'is', 'a', 'little', 'annoying', 'from', 'time', 'to', 'time', 'so', 'familiar', 'of', 'zero', 'season', '2', 'what', 'does', 'it', 'do', 'good', '1', 'huge', 'overarching', 'plot', 'for', 'an', 'anime', 'that', 'has', 'a', 'tsundere', 'and', 'a', 'lot', 'of', 'moe', 'in', 'it', 'it', 'seems', 'a', 'little', 'odd', 'that', 'theres', 'such', 'an', 'impactful', 'plot', 'nonetheless', 'an', 'entertaining', 'one', 'this', 'anime', 'centers', 'on', 'geopolitical', 'kingdom', 'warfare', 'where', 'all', 'of', 'the', 'boys', 'in', 'the', 'academy', 'go', 'off', 'to', 'the', 'military', 'while', 'all', 'the', 'girls', 'stay', 'behind', 'i', 'wont', 'go', 'much', 'more']",Recommended,20-Aug-24
34,Naze Boku no Sekai wo Daremo Oboeteinai no ka?,"['look', 'past', 'the', 'shadows', 'of', 'the', 'obvious', 'tells', 'something', 'is', 'lurking', 'there', 'a', 'deeper', 'plot', 'is', 'unravelling', 'behind', 'the', 'obvious', 'plotline', 'of', 'the', 'story', 'we', 'might', 'be', 'witnessing', 'a', 'hidden', 'gem', 'and', 'i', 'would', 'be', 'so', 'bold', 'as', 'to', 'compare', 'it', 'to', 'angel', 'beats', 'if', 'my', 'prediction', 'holds', 'true', 'i', 'will', 'not', 'mention', 'the', 'subtile', 'signs', 'already', 'noticed', 'because', 'that', 'would', 'spoil', 'but', 'i', 'advise', 'people', 'to', 'pay', 'attention', 'to', 'the', 'smaller', 'details', 'because', 'i', 'believe', 'there', 'is', 'a', 'deeper', 'plot', 'surrounding', 'the', 'mc', 'than', 'the', 'obvious', 'signs', 'we', 'see', 'that', 'wont', 'be', 'explained', 'but', 'remain', 'hidden', 'it', 'is', 'for', 'this', 'reason', 'i', 'have', 'set', 'it']",Recommended,20-Aug-24
35,Code Geass: Hangyaku no Lelouch,"['what', 'if', 'i', 'told', 'you', 'if', 'you', 'mixed', 'mecha', 'with', 'the', 'supernatural', 'youd', 'get', 'one', 'of', 'my', 'favorite', 'shows', 'ever', 'code', 'geass', 'what', 'makes', 'this', 'show', 'good', '1', 'fast', 'start', 'the', 'first', 'few', 'episodes', 'puts', 'you', 'immediately', 'into', 'the', 'action', 'the', 'show', 'benefits', 'from', 'this', 'because', 'it', 'makes', 'you', 'understand', 'the', 'stakes', 'of', 'the', 'show', 'while', 'also', 'defining', 'every', 'character', 'and', 'what', 'they', 'stand', 'for', '2', 'our', 'main', 'character', 'lelouch', 'is', 'the', 'person', 'we', 'follow', 'throughout', 'the', 'show', 'going', 'from', 'a', 'bored', 'underachieving', 'school', 'boy', 'to', 'motivated', 'genius', 'with', 'a', 'supernatural', 'power', 'watching', 'his', 'character', 'grow', 'over', 'time', 'is', 'interesting', 'because', 'unlike', 'some', 'other', 'geniuss', 'who', 'get']",Recommended,20-Aug-24
36,Ookami to Koushinryou: Merchant Meets the Wise Wolf,"['if', 'you', 'like', 'romance', 'wolf', 'girls', 'medieval', 'and', 'economics', 'in', 'your', 'anime', 'this', 'one', 'is', 'for', 'you', 'but', 'there’s', 'more', 'depth', 'to', 'it', 'than', 'that', 'specifically', 'the', 'relationship', 'between', 'our', 'main', 'characters', 'holo', 'and', 'lawrence', 'if', 'you', 'don’t', 'care', 'much', 'about', 'economics', 'regarding', 'coins', 'or', 'product', 'the', 'plot', 'of', 'the', 'show', 'you', 'at', 'least', 'have', 'the', 'fun', 'and', 'interesting', 'interactions', 'between', 'holo', 'and', 'lawrence', 'watching', 'their', 'relationship', 'grow', 'and', 'change', 'overtime', 'make', 'this', 'somewhat', 'of', 'a', 'slow', 'burn', 'romance', 'although', 'it’s', 'not', 'the', 'main', 'focus', 'this', 'show', 'balances', 'the', 'romance', 'and', 'actual', 'plot', 'pretty', 'well', 'while', 'also', 'sticking', 'pretty', 'close', 'to', 'the', 'light', 'novel', 'source']",Recommended,20-Aug-24
37,Ousama Ranking,"['spoiler', 'free', 'review', 'yeah', 'this', 'anime', 'is', 'a', 'masterpiece', 'perfection', 'will', 'always', 'be', 'subjective', 'and', 'in', 'my', 'eyes', 'this', 'was', 'everything', 'i', 'couldve', 'asked', 'for', 'story', '910', 'the', 'story', 'starts', 'off', 'with', 'a', 'young', 'boy', 'wanting', 'to', 'be', 'the', 'next', 'king', 'and', 'the', 'strongest', 'in', 'the', 'world', 'nothing', 'special', 'but', 'as', 'far', 'as', 'the', 'story', 'goes', 'you', 'would', 'never', 'expect', 'a', 'generic', 'fantasy', 'story', 'go', 'into', 'such', 'a', 'deep', 'amazing', 'storytelling', 'with', 'so', 'many', 'twists', 'and', 'turns', 'through', 'the', 'whole', 'show', 'art', '910', 'so', 'let', 'me', 'just', 'say', 'this', 'artsyle', 'is', 'definitely', 'one', 'of', 'those', 'that', 'youll', 'either', 'love', 'or', 'strongly', 'dislike', 'and', 'i', 'am', 'one', 'of', 'those']",Recommended,20-Aug-24
38,Ito wo Yoru,"['this', 'one', 'is', 'a', 'hit', 'or', 'miss', 'hentai', 'if', 'you', 'are', 'new', 'to', 'hentai', 'or', 'just', 'a', 'casual', 'wanker', 'for', 'hentai', 'itll', 'be', 'good', 'enough', 'i', 'guess', 'but', 'im', 'the', 'type', 'of', 'guy', 'who', 'watches', 'hentai', 'even', 'if', 'im', 'not', 'wanking', 'for', 'me', 'this', 'is', 'a', 'fuckin', 'disappointment', 'our', 'dude', 'has', 'a', 'fetish', 'for', 'smelling', 'sweaty', 'underwear', 'and', 'jerking', 'off', 'to', 'it', 'and', 'our', 'female', 'lead', 'has', 'a', 'fetish', 'for', 'letting', 'him', 'do', 'that', 'and', 'watching', 'it', 'i', 'mean', 'queenbee', 'have', 'some', 'weirdunique', 'story', 'line', 'ups', 'like', 'muramata', 'san', 'no', 'himitsu', 'the', 'issue', 'is', 'not', 'the', 'plot', 'dont', 'get', 'me', 'wrong', 'a', 'tanned', 'sportwomen', 'in', 'sportswearand']",Mixed Feelings,20-Aug-24
39,Masamune-kun no Revenge,"['i', 'went', 'into', 'this', 'anime', 'expecting', 'a', 'fun', 'fluffy', 'romcom', 'and', 'while', 'it', 'wasnt', 'perfect', 'it', 'totally', 'hit', 'the', 'spot', 'first', 'off', 'lets', 'talk', 'about', 'masamune', 'i', 'loved', 'how', 'relatable', 'he', 'was', 'who', 'hasnt', 'had', 'a', 'crush', 'on', 'someone', 'who', 'didnt', 'return', 'their', 'feelings', 'his', 'determination', 'to', 'get', 'revenge', 'or', 'rather', 'win', 'akis', 'heart', 'was', 'admirable', 'even', 'if', 'it', 'was', 'a', 'bit', 'misguided', 'at', 'times', 'and', 'aki', 'oh', 'man', 'shes', 'like', 'the', 'ultimate', 'queen', 'bee', 'i', 'loved', 'how', 'confident', 'and', 'unapologetic', 'she', 'was', 'even', 'if', 'she', 'could', 'be', 'a', 'bit', 'cruel', 'at', 'times', 'the', 'way', 'she', 'toyed', 'with', 'masamunes', 'feelings', 'had', 'me', 'screaming', 'girl', 'stop', 'at']",Recommended,20-Aug-24
40,Tsuma wo Dousoukai ni Ikasetara,"['so', 'basically', 'a', 'married', 'women', 'goes', 'for', 'a', 'reunion', 'and', 'gets', 'fucked', 'by', 'her', 'ex', 'boyfriend', 'this', 'hentai', 'has', 'everysingle', 'reason', 'to', 'be', 'a', 'goated', 'hentai', 'of', '2024', 'but', 'went', 'to', 'waste', 'in', 'a', 'swift', '1the', 'art', 'style', 'is', 'good', 'its', 'not', 'ground', 'breaking', 'but', 'its', 'pretty', 'solid', 'art', 'work', 'on', 'yurithe', 'married', 'women', 'is', 'solid', 'too', '2the', 'setting', 'of', 'the', 'the', 'sex', 'scene', 'was', 'damn', 'good', 'in', 'bathroom', 'in', 'a', 'bar', 'hell', 'yeah', 'thrilling', 'and', 'messy', 'sex', 'thats', 'shit', 'is', 'fire', 'af', 'now', 'lets', 'go', 'to', 'the', 'bad', 'side', 'shall', 'we', 'why', 'this', 'is', 'a', 'wasted', 'potential', 'so', 'yuri', 'goes', 'to', 'the', 'reunion', 'after', 'kissing', 'and', 'saying']",Mixed Feelings,20-Aug-24
41,Kaijuu 8-gou,"['are', 'you', 'a', '30', 'year', 'old', 'person', 'who', 'has', 'a', 'dream', 'watch', 'this', 'anime', 'cause', 'it', 'will', 'motivate', 'you', 'to', 'follow', 'your', 'dreams', 'regardless', 'how', 'old', 'you', 'are', 'who', 'doesnt', 'want', 'to', 'see', 'a', 'strong', 'man', 'saving', 'the', 'world', 'who', 'is', 'old', 'but', 'we', 'still', 'love', 'it', 'its', 'super', 'funny', 'also', 'the', 'story', 'is', 'very', 'good', 'filled', 'with', 'actions', 'and', 'sucking', 'you', 'in', 'you', 'will', 'not', 'go', 'to', 'bed', 'until', 'you', 'have', 'watch', 'them', 'all', 'episodes', 'also', 'there', 'has', 'been', 'confirmed', 'a', 'season', 'two', 'so', 'im', 'dieing', 'of', 'excitement', 'for', 'that', 'one', 'as', 'well', 'also', 'would', 'like', 'to', 'give', 'a', 'big', 'pluss', 'to']",Recommended,20-Aug-24
42,Kuragehime,"['kuragehime', 'is', 'the', 'kind', 'of', 'anime', 'i', 'wish', 'i', 'watched', 'as', 'a', 'younger', 'girl', 'i', 'think', 'the', 'idea', 'of', 'women', 'becoming', 'so', 'submersed', 'in', 'their', 'interests', 'that', 'they', 'become', 'utterly', 'alienating', 'to', 'the', 'rest', 'of', 'society', 'at', 'large', 'is', 'an', 'idea', 'that', 'i', 'would', 'have', 'really', 'benefited', 'from', 'as', 'an', 'insecure', 'teenager', 'anxious', 'to', 'fit', 'in', 'aside', 'from', 'tsumiki', 'the', 'cast', 'is', 'entirely', 'unapologetic', 'and', 'almost', 'blithely', 'unempathetic', 'with', 'the', 'way', 'they', 'are', 'obsessed', 'with', 'their', 'hobbies', 'every', 'single', 'one', 'of', 'them', 'finds', 'some', 'way', 'to', 'shoehorn', 'their', 'interest', 'into', 'whatever', 'conversation', 'topic', 'is', 'at', 'hand', 'and', 'they', 'sometimes', 'just', 'blatantly', 'do', 'not', 'care', 'about']",Recommended,20-Aug-24
43,Suki tte Ii na yo.,"['this', 'show', 'reminds', 'me', 'so', 'much', 'of', 'the', 'manga', 'kare', 'first', 'love', 'basically', 'about', 'a', 'girl', 'with', 'a', 'bad', 'past', 'finding', 'through', 'love', 'with', 'some', 'challengers', 'along', 'the', 'way', 'story', 'was', 'just', 'has', 'expected', 'from', 'this', 'genre', 'cute', 'adorable', 'lovely', 'little', 'dramaaction', 'to', 'not', 'make', 'it', 'too', 'dull', 'i', 'will', 'give', 'anime', 'a', 'big', 'pluss', 'for', 'telling', 'us', 'everyone', 'backstory', 'that', 'is', 'something', 'i', 'really', 'like', 'it', 'gives', 'each', 'character', 'a', 'meaning', 'instead', 'of', 'just', 'placing', 'random', 'people', 'in', 'the', 'anime', 'i', 'must', 'agree', 'with', 'alot', 'of', 'people', 'people', 'that', 'ep', '13', 'was', 'kinda', 'waste', 'of', 'time', 'it', 'should', 'have', 'ended', 'at', 'ep', '12', 'to', 'make']",Recommended,20-Aug-24
44,Perfect Blue,"['i', 'finished', 'watching', 'this', 'and', 'honestly', 'the', 'cinematography', 'is', 'incredible', 'the', 'fact', 'the', 'line', 'between', 'dreams', 'and', 'reality', 'was', 'being', 'blurry', 'for', 'most', 'of', 'the', 'film', 'makes', 'it', 'even', 'more', 'interesting', 'i’m', 'not', 'left', 'confused', 'by', 'the', 'end', 'though', 'a', 'few', 'things', 'did', 'confused', 'me', 'at', 'first', 'when', 'they', 'appeared', 'but', 'it', 'later', 'on', 'was', 'clairified', 'so', 'no', 'problem', 'i', 'throughout', 'the', 'whole', 'film', 'went', 'from', 'being', 'confused', 'about', 'whether', 'it', 'was', 'reality', 'or', 'dream', 'to', 'near', 'the', 'end', 'start', 'wondering', 'if', 'it', 'wasn’t', 'a', 'mental', 'illness', 'and', 'that', 'it', 'would', 'be', 'revealed', 'later', 'on', 'don’t', 'get', 'me', 'wrong', 'i', 'surprisingly', 'liked', 'it', 'the', 'movie']",Recommended,20-Aug-24
45,Saenai Heroine no Sodatekata ?,"['saekano', 'ss2', 'end', 'the', 'last', 'few', 'eps', 'are', 'heavy', 'but', 'the', 'whole', 'movie', 'is', 'boring', 'to', 'watch', 'its', 'not', 'much', 'better', 'than', 'ss1', 'sometimes', 'its', 'even', 'more', 'cringe', 'after', 'both', 'ss', 'still', 'dont', 'have', 'much', 'sympathy', 'for', 'senpai', 'i', 'dont', 'understand', 'why', 'shes', 'having', 'a', 'serious', 'conversation', 'but', 'acting', 'like', 'a', 'prostitute', 'i', 'as', 'for', 'the', 'tsundere', 'i', 'feel', 'a', 'little', 'more', 'sympathetic', 'than', 'the', 'dev', 'at', 'a', 'temporary', 'level', 'what', 'i', 'think', 'this', 'series', 'lacks', 'is', 'the', 'inner', 'expression', 'of', 'the', 'character', 'which', 'makes', 'it', 'difficult', 'for', 'viewers', 'to', 'sympathize', 'so', 'the', 'characters', 'feel', 'only', 'at', 'a', 'typical', 'level', 'according', 'to', '1', 'in']",Not Recommended,20-Aug-24
46,"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.","['ossan', 'newbie', 'adventurer', 'skipping', 'the', 'full', 'title', 'is', 'one', 'punch', 'man', 'in', 'another', 'generic', 'medieval', 'fantasy', 'anime', 'world', 'but', 'is', 'actually', 'quite', 'good', 'a', 'good', 'comparison', 'would', 'be', 'how', 'different', 'it', 'is', 'to', 'mashle', 'which', 'is', 'one', 'punch', 'man', 'in', 'a', 'generic', 'magic', 'school', 'world', 'unlike', 'mash', 'who', 'is', 'a', 'teenager', 'shonen', 'this', 'is', 'a', 'grown', 'man', 'in', 'his', 'thirties', 'he', 'doesnt', 'care', 'or', 'want', 'to', 'process', 'teenage', 'drama', 'he', 'knows', 'and', 'understands', 'when', 'a', 'woman', 'likes', 'him', 'he', 'doesnt', 'try', 'too', 'hard', 'or', 'none', 'at', 'all', 'with', 'his', 'love', 'interest', 'though', 'a', 'comedy', 'its', 'quite', 'selfaware', 'and', 'the', 'mc', 'doesnt', 'do', 'the', 'kind', 'of', 'overthetop']",Recommended,20-Aug-24
47,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,"['this', 'was', 'so', 'funny', 'dont', 'watch', 'this', 'with', 'the', 'mindset', 'of', 'this', 'being', 'serious', 'anime', 'its', 'just', 'goofy', 'and', 'silly', 'anime', 'i', 'love', 'it', 'art', 'style', 'was', 'good', 'character', 'are', 'really', 'good', 'they', 'do', 'what', 'they', 'are', 'supposed', 'to', 'do', 'like', 'one', 'of', 'the', 'character', 'is', 'supposed', 'to', 'be', 'annoying', 'and', 'stupid', 'and', 'it', 'does', 'that', 'job', 'well', 'it', 'annoyed', 'me', 'so', 'much', 'but', 'it', 'was', 'a', 'good', 'character', 'mc', 'back', 'story', 'was', 'stupid', 'and', 'hilarious', 'af', 'story', 'is', 'unique', 'if', 'it', 'gets', 'a', 'new', 'season', 'it', 'will', 'be', 'nice', 'the', 'only', 'complaint', 'i', 'have', 'is', 'that', 'they', 'left', 'us', 'on', 'a', 'cliff', 'hanger']",Recommended,20-Aug-24
